Date	Val
5	0.296
28	0.0
44	0.0
44	0.0
49	-0.3818
83	0.0
96	0.0
98	0.5859
98	-0.4019
98	0.0
98	-0.2263
98	-0.886
98	-0.2263
98	0.0
98	0.0
98	0.128
98	0.0
98	-0.8591
98	-0.5719
98	0.0
98	-0.6249
98	-0.8225
98	0.4019
98	-0.7717
98	-0.743
99	-0.5859
99	0.0
99	0.0
99	-0.6705
99	-0.4404
99	0.0
99	0.0
99	0.0
99	0.0
99	-0.7506
99	0.3818
99	0.0
99	-0.1779
99	-0.7003
99	-0.7906
99	-0.5859
99	0.0
99	-0.7269
99	-0.891
99	0.0
99	-0.4767
99	-0.5574
99	-0.5859
99	0.0
99	-0.4939
99	-0.2263
99	0.0
100	-0.4767
100	-0.3818
100	-0.6705
100	-0.6249
100	-0.1779
100	0.0
100	-0.5106
100	-0.5859
100	0.0
100	0.4019
100	-0.5574
100	0.0
100	0.0
100	0.0
100	-0.6908
100	-0.5574
100	0.0
100	0.4215
100	0.25
100	-0.4767
100	-0.5423
100	0.0
100	-0.296
100	-0.4939
100	0.0
101	-0.802
101	0.3612
101	-0.0258
101	0.0
101	-0.5106
101	0.0
101	-0.25
101	-0.5719
101	-0.5994
101	-0.4767
101	0.0
101	-0.4215
101	0.0
101	-0.25
101	0.0
102	-0.5574
102	-0.5574
102	-0.5994
102	-0.5574
102	-0.4404
102	-0.7579
102	-0.4404
102	-0.1779
102	-0.6249
103	-0.1779
103	0.0
103	-0.2617
103	-0.4588
103	0.0
103	-0.7269
103	-0.4404
103	-0.3182
103	0.0
103	-0.296
103	-0.7351
103	-0.126
103	-0.802
104	-0.4019
104	-0.3818
104	-0.5574
104	0.5574
104	0.0
104	0.0772
104	-0.7269
104	-0.6597
104	-0.3612
104	-0.296
104	-0.7717
104	0.0
104	0.0
104	-0.5574
104	-0.7351
104	-0.7184
104	-0.5574
104	-0.5859
105	0.0
105	-0.5574
105	-0.8176
105	0.0
105	-0.5106
105	-0.3182
105	-0.5574
105	-0.4767
105	-0.5106
105	-0.5574
105	-0.5574
105	-0.7003
105	-0.5267
105	0.0
105	-0.2023
105	0.0
105	0.0
105	0.1027
105	-0.3716
106	-0.7425
106	0.0
106	-0.7783
106	-0.296
106	0.128
106	0.0
106	-0.6249
106	-0.5574
106	-0.4767
106	0.5574
106	-0.5574
107	0.1531
107	-0.765
107	-0.836
107	0.6249
107	-0.4767
108	-0.4215
108	-0.6124
108	-0.3182
108	-0.5423
108	-0.4215
108	-0.34
108	0.0
108	-0.5574
108	-0.4767
108	0.0516
109	-0.4767
109	0.34
109	-0.7184
109	0.0
110	-0.2263
110	-0.8316
110	-0.5574
110	-0.3612
110	-0.5574
111	-0.7184
111	-0.2732
111	-0.4767
111	-0.4767
111	-0.6705
111	0.3612
111	0.0
112	0.0
112	-0.6369
112	-0.5574
112	-0.5574
113	-0.4404
113	-0.8979
114	0.4404
114	-0.7911
114	0.0
115	0.0
116	-0.5574
116	-0.6597
117	0.0772
117	0.0
118	-0.5106
118	-0.6369
118	0.0516
119	-0.7783
119	-0.296
119	0.0
120	-0.6249
120	0.0
120	-0.5574
121	0.4005
121	0.0
121	-0.4767
121	-0.4588
122	-0.6908
122	-0.7506
123	-0.7003
