Date	Val
1	0.0772
1	0.0
1	-0.4019
1	0.0
1	0.0
1	-0.25
1	0.0
1	-0.4939
1	0.0
1	-0.34
1	-0.6808
1	-0.2235
1	0.0
1	0.0
1	0.0
1	-0.4767
1	-0.8555
1	0.0516
1	-0.4404
1	-0.34
1	-0.296
1	0.5574
1	-0.4767
1	0.0
1	-0.6124
1	-0.296
2	-0.6705
2	0.6597
2	0.7579
2	-0.5574
2	0.5574
2	0.5574
2	0.5574
2	0.5574
2	-0.34
2	-0.34
2	0.5574
2	0.5574
2	0.0
2	0.5574
2	0.0
2	0.0
2	0.0
2	0.5574
2	0.0
2	-0.4215
2	-0.4717
2	0.5574
2	-0.2732
2	-0.5106
2	0.0
2	-0.7351
2	0.4767
2	0.0
2	0.0
2	-0.7003
2	0.0
2	0.5574
2	0.0
2	-0.4019
2	0.4588
2	-0.3612
2	-0.7579
2	0.0
2	0.0
2	0.0
2	-0.4939
2	-0.0258
2	0.0
2	0.0
2	-0.0258
2	-0.6597
2	0.0
2	0.2023
2	0.0
2	-0.6249
2	0.0
2	0.0
2	0.5574
2	0.0
2	0.5574
2	0.0
3	0.0
3	-0.6997
3	0.5423
3	0.0
3	0.0
3	-0.2086
3	0.5574
3	0.5106
3	-0.4019
3	-0.4215
3	0.5574
3	0.0
3	0.0
3	-0.296
3	0.0
3	0.0
3	-0.4019
3	0.0
3	-0.6597
3	0.0
3	0.4404
3	0.3818
4	0.4404
4	-0.3612
4	0.0
4	0.0
4	0.3818
4	-0.34
4	-0.4019
4	-0.4588
4	-0.5106
4	0.4404
4	0.2732
4	0.0258
4	0.0
5	0.0
5	0.0772
5	0.4019
5	0.0
5	0.3612
5	0.0
5	0.0
5	0.0
5	0.3612
5	0.4019
5	0.0
5	0.0
5	-0.6369
5	0.0
5	0.0
5	0.0
5	0.0
5	0.0
5	0.0
5	0.0
5	-0.1695
5	-0.5859
5	-0.3612
5	0.3818
5	0.0
5	0.0772
5	0.0
5	0.0
5	-0.34
5	0.0951
6	0.0
6	0.5267
6	-0.3182
6	-0.3818
6	0.0
6	0.5106
6	-0.4588
6	-0.2732
6	0.0
6	-0.25
6	0.0
6	0.0
6	0.4019
6	0.4939
6	-0.296
6	0.0
6	-0.1027
6	0.1531
6	0.0
6	0.5927
6	0.3299
6	0.3007
6	-0.5719
6	0.0
6	0.0
7	0.0
7	0.0
7	0.0
7	0.6808
7	0.0
7	-0.3818
7	0.4939
7	0.0
7	0.296
7	0.3612
7	-0.1531
7	0.0
7	-0.3182
7	-0.0772
7	-0.4939
7	0.0
7	0.4019
7	0.0
7	0.0
7	-0.0516
7	0.0
7	0.296
7	-0.4019
7	0.0
7	0.0
7	-0.2732
7	0.0
7	0.0
7	0.0
7	-0.7269
7	0.0
7	0.6486
7	-0.5719
7	-0.5106
7	0.5106
8	0.34
8	0.6369
8	0.0
8	0.3818
8	0.128
8	-0.7717
8	0.2263
8	-0.128
8	-0.4939
8	0.0
8	-0.1027
8	0.6908
8	0.4767
8	0.0
8	0.0
8	0.25
8	0.0
8	-0.4019
8	-0.34
8	-0.0516
8	-0.8316
8	0.0
8	-0.5574
9	0.1531
9	0.0
9	-0.4404
9	-0.2263
9	0.0382
9	-0.25
9	0.4019
9	0.0
9	-0.5106
9	0.5423
9	0.1027
9	0.0
9	-0.25
9	0.6124
9	0.0
9	-0.7717
9	0.0
9	0.0
9	0.2732
9	0.0258
9	0.0516
9	-0.4019
9	0.0
9	0.4404
9	0.0
9	0.0
9	0.0
9	-0.5106
9	-0.0772
10	0.0
10	0.5106
10	-0.4019
10	0.5233
10	-0.2732
10	0.2732
10	0.0
10	0.0
10	0.5106
10	0.0
10	-0.296
10	0.0
10	0.7269
10	0.4404
10	-0.296
10	-0.4767
10	0.0
10	0.0
11	0.0
11	-0.5574
11	0.0
11	0.0
11	0.0516
11	0.0
11	0.0
11	0.0
11	0.0
11	-0.1655
11	0.4404
12	0.0
12	0.1779
12	0.0
12	0.0
12	0.1027
12	0.0
12	0.533
12	0.4939
12	-0.4019
12	0.0
12	0.1027
12	0.0
12	0.0
12	0.3182
12	0.4215
12	0.0
13	0.4215
13	-0.4939
13	0.0
13	0.4215
13	0.0
13	0.7783
13	-0.4019
13	0.1531
13	0.0
13	0.0
13	0.0
13	-0.5719
13	-0.296
13	-0.1027
13	-0.4939
13	-0.1027
13	-0.5267
13	0.0
13	0.4019
13	0.0
13	0.0
13	-0.34
13	0.1779
13	0.128
13	0.7003
14	0.5267
14	-0.4404
14	0.3182
14	0.0
14	0.0
14	0.0
14	0.0
14	0.0
14	0.0
14	0.0
14	-0.4215
14	0.0
14	0.0
14	-0.5789
14	-0.4767
14	0.296
14	0.0
14	0.5574
15	0.0
15	0.0
15	0.4939
15	-0.8008
15	0.3818
15	0.0
15	0.6652
15	0.0
15	-0.5267
15	-0.7096
15	0.0
15	0.0
15	0.5106
15	0.0
15	0.0
15	-0.6597
15	0.4767
15	0.0
15	-0.3182
15	-0.1027
16	0.0
16	0.0
16	0.0
16	-0.2732
16	0.34
16	0.6652
16	0.0
16	0.0258
16	0.0
16	0.0
16	0.1531
16	0.1027
16	-0.2732
16	0.0
16	0.0
16	0.0
16	0.0
16	0.0
16	0.0
16	0.34
16	0.0
16	-0.3818
16	0.0
16	0.0
16	0.0
16	-0.5719
16	0.4019
16	-0.3182
16	-0.0772
17	0.5859
17	0.0
17	-0.3612
17	0.0
17	-0.7906
17	0.0
18	-0.5994
18	0.0
18	0.0
18	0.4019
18	0.2263
18	-0.2263
18	0.34
18	-0.5574
18	-0.7506
19	-0.3818
19	-0.34
19	0.296
19	0.0
19	-0.1027
19	0.5574
19	-0.8481
19	0.0
19	0.0
19	0.0
19	-0.5106
19	-0.4404
19	0.0
19	-0.7506
19	-0.6249
20	-0.296
20	0.0
20	0.0
20	0.0
20	0.0
20	0.34
20	0.0
20	0.0
20	0.4019
20	0.0
20	0.0
20	0.0
20	-0.4767
20	0.0
20	0.0
20	0.0
20	-0.128
20	0.0
20	0.0
21	0.0
21	-0.4404
21	-0.5267
21	-0.5267
21	0.0
21	0.0
21	0.1779
21	-0.0258
21	-0.3182
21	0.0
21	0.0
21	0.3818
21	-0.5994
21	-0.3612
21	-0.1531
21	0.0
21	0.0772
21	0.0
21	-0.3612
21	-0.4588
22	0.0
22	-0.4215
22	0.6124
22	0.0
22	0.0
22	-0.4588
22	0.0
22	0.0
22	0.0516
22	-0.2732
22	0.0
22	0.0
22	0.0
22	0.6124
22	0.5106
22	-0.3818
22	0.0
22	0.0
22	0.4588
22	0.0
22	0.0
22	-0.296
22	0.0
22	0.0
22	0.0
22	-0.2263
23	0.0
23	0.0
23	-0.34
23	0.0
23	0.0
23	0.1531
23	0.4939
23	-0.6478
23	-0.4404
23	0.5267
23	0.2732
23	0.0
23	0.0
23	0.2516
23	0.0
23	0.0
23	0.5719
23	0.5267
23	0.0
23	0.5719
23	0.0
23	0.5859
23	0.0
23	-0.3182
23	0.128
23	0.5719
23	0.0
23	0.128
23	0.0
23	0.4585
23	0.0
23	-0.4767
23	-0.4767
23	0.0
23	0.0
23	0.0
23	0.0
23	0.4215
23	0.0
23	-0.296
23	-0.544
23	-0.4404
23	0.0
24	0.0
24	0.0
24	0.0
24	0.0
24	0.1027
24	-0.5267
24	0.0
24	-0.3818
24	0.0
25	0.0
25	0.25
25	0.0
25	-0.0258
25	0.0
25	0.0
25	-0.34
25	0.0
25	0.0
25	-0.5106
25	0.0
26	-0.4019
26	0.0
26	0.0
26	0.4939
26	0.4404
26	0.0258
26	0.4939
26	0.0
26	-0.296
26	0.0
26	-0.0516
26	-0.5267
26	-0.0258
26	0.1779
26	-0.6249
26	0.0
27	0.0
27	-0.25
27	0.4019
27	-0.2732
27	-0.4404
27	0.5859
27	0.0
27	-0.5267
27	0.0
27	0.0
27	-0.4019
27	0.0
27	0.4215
27	-0.4588
27	0.0
27	0.0
27	-0.4019
27	-0.2732
27	0.0
27	0.0
27	0.0
28	0.0
28	0.0
28	0.0
28	0.0
28	0.0258
28	-0.1695
28	0.0
28	0.4939
28	0.0
28	-0.2263
28	-0.5719
28	0.0
28	-0.5719
28	0.0
28	0.4939
28	0.0
28	-0.4184
28	0.0
28	-0.0572
28	0.4588
28	-0.3612
29	0.0
29	0.0
29	0.0
29	-0.3612
29	0.4404
29	0.5423
29	0.0
29	-0.128
29	0.0
29	-0.6705
29	-0.4939
29	0.0
29	0.0
29	0.0
29	0.0
29	0.4019
29	0.0
29	-0.3612
29	0.743
29	-0.128
29	-0.0772
29	-0.802
29	0.5106
30	0.0
30	0.0
30	-0.3182
30	0.3818
30	0.0
30	0.0
30	0.3412
30	0.1027
30	0.5106
30	0.0
30	0.0
30	0.5106
30	0.296
30	0.0
30	0.0
30	-0.7269
30	0.3612
30	0.0
30	0.0
30	0.0
30	-0.5556
30	-0.4767
30	0.0
30	0.4588
30	0.0
30	0.0
30	-0.4588
30	0.0
30	-0.5423
30	-0.34
30	0.8578
30	0.4767
30	-0.3412
30	-0.1531
31	-0.4588
31	0.0
31	-0.3182
31	0.0
31	0.0772
31	0.0
31	0.3818
31	-0.4588
31	0.4939
31	-0.3612
31	0.0
31	0.0
31	-0.296
31	0.0
31	0.0
32	0.0
32	0.0
32	0.4939
32	0.0
32	0.4404
32	0.0
32	0.0
32	0.0258
32	0.6249
32	0.1779
32	0.3182
32	0.0
32	-0.4939
32	0.0
32	0.6633
33	-0.4939
33	0.0
33	-0.34
33	-0.5574
33	0.0
33	-0.4404
33	0.2732
33	0.34
33	0.0
33	0.0
33	-0.5423
33	0.0772
33	0.0
33	0.3818
33	-0.4767
33	0.0
33	-0.1531
33	-0.7717
33	0.0
33	0.0
34	0.0
34	0.0
34	0.0
34	0.4019
34	0.0
34	0.1531
34	-0.25
34	0.7269
34	0.0
34	0.0
34	0.0
34	-0.34
34	0.0
34	0.0
34	0.0
34	0.0
34	0.0
34	0.0
34	0.0
34	0.0
34	0.0
34	-0.5994
34	0.0
34	-0.5994
34	-0.8074
34	0.0
34	0.0
34	0.3612
34	-0.4019
35	0.4939
35	0.2732
35	0.0
35	0.1531
35	0.0
35	0.5719
35	0.34
35	0.2732
35	0.6249
35	0.1779
35	0.3818
35	-0.4939
35	-0.7506
35	0.5859
35	0.0
35	0.6249
35	-0.296
35	0.6124
35	0.8176
35	0.0
35	0.0
35	0.0
35	0.0
35	0.0
35	0.0
35	-0.4019
35	0.0
35	0.5106
36	-0.5859
36	-0.0772
36	0.0
36	0.3818
36	0.4404
36	0.5859
36	0.0
36	0.2584
36	0.0
36	0.0
36	0.1779
36	0.0
36	-0.296
36	0.2235
36	0.0
36	0.0
36	-0.7003
36	0.5012
36	0.0
37	0.4939
37	-0.6597
37	-0.7096
37	0.3818
37	-0.4939
37	-0.4019
37	-0.4215
37	-0.5859
37	0.0
37	0.0
37	0.0
37	0.4215
37	-0.5859
37	0.0
37	0.0
37	0.0
37	0.2023
38	-0.8074
38	-0.3818
38	0.0
38	0.0
38	0.128
38	0.5574
38	-0.3182
38	0.0
38	0.5719
38	0.0
38	0.0
38	0.4019
38	-0.3182
38	-0.7096
38	0.3182
38	0.0
38	-0.296
38	0.2023
39	0.34
39	0.0
39	0.0
39	-0.5719
39	0.0
39	-0.2023
39	0.0772
39	0.0
39	-0.3182
40	0.0
40	0.5719
40	-0.296
40	0.1027
40	0.0
40	-0.8402
40	0.3818
40	-0.2732
40	0.5489
40	0.25
40	0.128
40	-0.4939
40	-0.8126
40	-0.5423
40	0.0772
40	0.0
40	-0.4019
40	0.0
40	0.5719
41	0.0
41	0.34
41	0.0
41	0.4215
41	0.7184
41	-0.25
41	0.5574
41	0.0
41	0.0
41	0.0
41	0.5994
41	0.4215
41	-0.1655
41	0.0
41	-0.5106
41	0.128
41	-0.4588
41	-0.0516
41	-0.3818
41	-0.1531
41	-0.5423
42	-0.5719
42	0.0
42	-0.2924
42	-0.5994
42	0.2023
42	0.0
42	0.0
42	0.4019
42	-0.3182
42	0.0
42	-0.7964
42	0.0
42	0.0
42	-0.296
42	-0.4404
42	0.0
42	-0.4215
42	-0.4404
43	0.0258
43	-0.8481
43	0.2732
43	0.0
43	-0.6808
43	0.0
43	-0.3626
43	0.0
43	0.0
43	0.0
43	0.6369
43	0.34
43	0.0
43	-0.4404
43	0.5574
43	-0.5583
43	0.0772
43	0.34
43	0.0
44	0.0772
44	-0.2732
44	0.0
44	-0.7269
44	0.0
44	0.0
44	-0.4215
44	0.128
44	-0.0516
44	0.0
44	-0.2263
44	0.0
44	-0.4404
44	0.0935
44	0.4939
44	0.0
44	-0.128
44	0.0
45	-0.8176
45	-0.1779
45	-0.343
45	0.0258
45	0.0
46	0.34
46	0.2023
47	-0.8176
47	-0.5267
47	0.0
47	-0.802
47	-0.296
47	0.296
47	0.0
47	-0.5859
47	0.0
47	0.0
47	-0.34
47	0.4019
47	0.0
47	0.0258
47	-0.5423
48	-0.4588
48	-0.7553
48	0.0
48	0.4939
