Date	Val
1	0.0
1	-0.2023
1	0.4019
1	-0.5106
2	0.4019
2	0.0
2	-0.1027
2	0.0
2	0.0
2	0.0
2	0.0
2	0.0
3	-0.128
3	0.0
3	-0.3612
3	0.0
4	0.0
4	0.0
4	-0.4449
4	0.0
4	0.0
4	0.0
4	0.0
5	-0.5106
5	0.4019
5	0.5574
5	0.0
5	0.0
5	0.0772
5	0.5994
5	0.296
6	0.2023
6	0.0
6	-0.5994
6	-0.3182
6	0.7096
6	0.0
6	-0.2023
6	0.0
6	-0.34
6	0.0
7	0.0
7	0.0
7	0.5574
7	-0.2865
7	0.0
7	-0.4215
7	-0.128
7	0.0
7	-0.128
7	0.0
8	0.0
8	0.0
8	-0.4404
8	0.0
8	0.3384
8	-0.3818
8	0.0
9	0.0
9	-0.6908
9	-0.0516
9	0.2263
9	-0.3818
9	-0.4767
9	0.0
9	0.0
9	-0.5994
10	0.0
11	-0.3818
11	0.0
11	-0.4404
11	-0.296
12	-0.5719
12	-0.296
12	0.0
12	-0.34
12	0.0
13	0.4215
13	0.0772
13	0.0
13	0.0
13	-0.5994
13	0.4215
13	0.2732
13	0.6808
13	0.4404
13	0.4019
13	-0.5106
13	-0.128
13	0.0
14	0.0
14	0.5574
14	0.0
14	0.5574
14	-0.3818
14	0.0
14	0.4215
14	-0.5819
14	0.0
14	0.0
14	-0.3818
14	0.3818
14	0.0258
14	0.1531
14	-0.2732
15	0.0516
15	-0.5106
15	0.0
15	0.0
15	0.0
15	-0.1531
15	0.0
15	-0.8689
15	0.0
15	0.0
15	0.0
15	-0.34
16	0.5574
16	0.2023
16	-0.3818
16	0.0
16	-0.3818
16	-0.3818
16	0.4939
17	0.4939
17	0.0
18	0.0
18	0.0
18	0.3182
18	0.0
19	0.0
19	0.0
19	0.0
19	0.0
19	-0.296
19	0.5423
19	0.0
19	0.1779
19	0.0
20	0.0
20	-0.3612
20	0.0
20	0.0
20	-0.4767
21	0.0
21	-0.3612
21	0.34
21	0.3182
21	0.0
21	0.0
21	0.2617
21	-0.3182
22	0.5574
22	0.4754
22	-0.5994
22	-0.2263
22	0.4019
22	0.4019
22	-0.3818
22	0.0772
22	0.0
23	0.0
23	0.3612
23	0.0
23	-0.4019
23	0.0
23	0.0
24	0.0
24	0.0
24	0.4019
24	0.2023
24	0.0
24	-0.3818
24	-0.296
25	0.0258
25	-0.1531
25	-0.5327
25	0.0
25	-0.296
25	0.3612
26	0.0
26	0.0
26	-0.1027
26	-0.5719
26	0.4939
26	0.0
26	0.0
27	0.0258
27	-0.4019
27	0.0
27	0.0
27	0.0
27	0.3182
27	0.4019
28	-0.34
28	0.0516
28	0.5719
28	0.0
28	-0.4215
28	0.8074
29	0.2263
29	0.0
29	-0.4019
29	-0.296
29	-0.34
29	0.0
30	0.0
30	-0.4215
30	0.4215
30	0.0
30	0.0
30	0.0
30	0.0
30	0.4019
31	0.5106
31	-0.4767
32	0.0
32	0.0
33	0.4019
33	-0.8519
33	0.3182
33	0.0
33	0.0
33	0.4019
33	-0.4404
34	0.0
34	0.34
34	-0.5994
34	0.3089
35	0.0
35	0.0
35	-0.3566
35	0.7003
36	0.0
36	-0.296
36	0.4215
36	-0.0772
36	0.0
37	0.4404
37	0.0
38	0.4404
38	0.5106
38	-0.743
38	0.0
39	0.0
39	0.0
40	0.0
40	0.7096
40	0.0
40	0.0
40	0.0
40	0.4767
40	0.0
40	0.3612
40	0.0
41	-0.128
41	0.0
41	0.0
41	0.0
41	-0.3818
41	0.4019
42	0.0
42	-0.0516
42	0.0
42	0.3182
42	0.0
42	0.765
42	0.2732
42	0.0
42	0.0
42	0.0
42	0.0
42	0.2144
43	0.0
43	0.0
43	-0.296
43	0.4404
43	0.6249
43	-0.1779
43	0.0
43	0.6808
43	-0.4767
43	0.4939
44	-0.2732
44	0.0
44	0.128
44	0.4939
44	0.0
44	0.0
44	0.0
44	0.0
44	0.0
44	0.4019
44	-0.6124
44	0.0516
44	0.0
44	0.3612
45	0.3612
45	0.2023
45	0.5574
45	-0.4939
46	-0.4939
46	0.128
46	0.0
46	0.0
47	-0.4703
47	0.0
47	-0.7096
47	0.4767
47	0.0
48	0.5574
48	0.2263
48	0.0
48	0.0
48	0.0
48	0.0
48	0.0
49	0.0772
49	-0.1406
49	0.4767
49	0.0
49	0.5859
49	-0.1531
49	0.0
49	0.0
49	0.0
50	0.2263
50	-0.2263
50	0.0
50	0.0
50	0.0
50	-0.1531
50	0.0
50	-0.296
50	0.0
50	0.4215
51	0.0
51	0.0
51	-0.128
51	0.3818
51	0.296
51	0.0
51	0.2924
52	0.0
52	0.5423
52	0.0
52	0.0
52	0.0
53	0.4215
53	-0.128
53	0.0
54	0.0
54	0.0
54	0.1779
54	0.3612
54	0.0
54	-0.0258
54	-0.5563
54	-0.4404
54	0.0
54	0.0
55	0.0
55	0.0
55	0.0
55	-0.2263
55	0.3535
55	0.0
55	0.0
55	0.0
56	-0.4019
56	-0.296
56	0.6124
56	0.0
56	-0.128
56	-0.0516
56	-0.296
57	0.4019
57	0.25
57	-0.6249
57	0.0
57	0.0
57	0.2235
57	-0.1531
57	0.0
57	0.0
57	0.34
58	0.4215
58	0.0
58	0.0
58	-0.3182
58	0.0
58	0.0
58	0.0
58	0.0
58	0.0516
59	0.0
60	0.3612
61	0.0
61	0.0
61	0.0772
61	-0.872
61	0.0
61	0.4019
62	0.5106
62	-0.296
62	0.296
62	-0.6369
62	0.0
62	-0.34
62	0.0
62	0.0
63	0.0
63	0.0
63	0.5719
63	0.0
63	0.2023
63	0.0
63	0.0
63	0.0
63	0.0
63	0.0
63	-0.6597
63	0.0
64	0.0
64	-0.5719
64	0.0
64	-0.1531
64	-0.5423
64	-0.3182
64	0.0
64	-0.128
64	0.0
64	0.0772
64	0.0
65	0.3612
65	0.0
65	0.5719
65	0.0
65	0.0
65	0.0
65	0.0
65	0.0
66	0.0
67	0.6124
67	0.5859
67	-0.2732
68	0.0
68	0.0
68	-0.296
68	0.0
68	-0.6249
68	0.0
68	0.0
68	0.0
68	0.0
68	0.0
68	0.4215
68	0.6369
69	0.4767
69	0.0
69	0.0
69	0.0
69	0.0
69	0.0
70	0.0
70	0.0
70	-0.6908
70	0.0
70	0.0
70	0.0
70	0.0
70	0.5719
70	0.0
71	0.5267
71	-0.3182
71	0.0
71	0.0
71	0.6369
71	0.0772
72	0.0
72	0.0
72	0.0
72	0.0
72	-0.34
72	-0.5023
72	0.0
72	0.0
72	0.5267
72	0.0772
72	0.0
72	0.0
72	0.0
73	0.0
73	-0.3612
73	0.1027
73	0.0
74	0.0
74	0.4767
74	-0.296
74	0.6369
74	0.0
74	0.0
74	0.0
74	0.0
74	0.0
75	0.0
75	-0.128
75	0.0
75	0.0
75	0.0
75	0.0
75	0.0
75	0.0
75	0.0
76	0.4767
76	0.1027
76	0.0
76	0.0
76	-0.7269
76	0.0
76	0.0
77	0.0
77	0.0
77	0.4767
77	0.0
77	0.0
77	-0.5719
77	0.0
77	0.0
77	0.0
77	0.1779
77	0.3182
77	0.6597
77	0.0
77	-0.4404
78	0.0
78	0.5574
78	0.0
78	-0.5106
78	0.3612
78	-0.296
78	0.0
79	0.1027
79	0.4767
79	0.0
79	0.0
79	0.0
79	-0.2732
79	0.0
79	-0.7351
79	0.296
79	0.0
79	0.0
79	0.0
79	0.0
80	-0.0516
80	0.2732
80	0.0258
80	0.0
80	0.0
80	0.0
80	-0.2732
80	-0.6486
81	0.4215
81	0.0
